empid,FirstName,LastName,gender,Job Title Description,Hire Date,Rehire Date,Termination Date,Termination Reason Description,City,State,Zip,Business Unit Code,Pay Frequency,BirthDate,RegularPayRate,Scheduled Hours,Pay Grade Description,FLSA Code,Protected Veteran Status,Voluntary Involuntary Termination Flag,Home Department Code,Standard Hours,Years of Service,Position Status,Location Code,isTerm_F,is90_Day_Rookie_F,isOneYear_Rookie_F
2267,,,Female,Reimbursement Manager,3/26/12,NULL,NULL,,Webster,NY,14580,1600,Biweekly,1/1/74,,40,35,E,,,160091,80,"5 year, 10 months",Active,11000,0,0,0
2270,,,Female,Per Diem Speech Path,1/23/12,NULL,NULL,,Greece,NY,14616,1735,Weekly,1/1/74,,1,74- Per Diem: PT/OT/Speech Path,N,,,173502,,"6 year, 0 month",Active,11000,0,0,0
2271,,,Female,LPN SACC,1/12/04,NULL,NULL,,Webster,NY,14580,2600,Weekly,1/1/62,,40,26,N,,,260404,,"14 year, 1 month",Active,20000,0,0,0
2273,,,Female,CNA SACC,7/9/12,10/17/16,NULL,,Rochester,NY,14607,2600,Weekly,1/1/91,,16,22,N,,,260405,,"1 year, 3 months",Active,20000,0,0,0
2278,,,Male,PM Dining Service Assistant,1/27/14,NULL,NULL,,Rochester,NY,14622,1814,Weekly,1/1/62,,17.5,20,N,,,181173,,"4 year, 0 month",Active,11000,0,0,0
2287,,,Female,CNA 3rd Flr,2/5/18,NULL,2/15/18,Walked Off Job,Rochester,NY,14621,1623,Weekly,1/1/72,,24,22,N,I am not a protected veteran,,162352,,"0 year, 0 month",Active,11000,1,1,1
2291,,,Female,Protective Svc Officer,10/9/17,NULL,NULL,,Brockport,NY,14420,1826,Weekly,1/1/97,,1,21,N,I am not a protected veteran,,182607,,"0 year, 4 months",Active,11000,0,0,0
2302,,,Female,LPN 4th Flr,8/8/16,NULL,NULL,,Rochester,NY,14608,1624,Weekly,1/1/87,,20,26,N,I am not a protected veteran,,162442,,"1 year, 6 months",Active,11000,0,0,0
2311,,,Female,LPN 8th Flr,11/28/16,NULL,4/17/18,Abandoned Job,Rochester,NY,14613,1628,Weekly,1/1/81,,1,26,N,I am not a protected veteran,,162842,,"1 year, 2 months",Active,11000,1,0,0
2318,,,Female,CNA 7th Flr,1/21/13,NULL,NULL,,Rochester,NY,14609,1627,Weekly,1/1/86,,20,22,N,,,162752,,"5 year, 0 month",Active,11000,0,0,0
2319,,,Female,CNA 9th Flr,2/27/12,NULL,NULL,,Rochester,NY,14615,1629,Weekly,1/1/79,,40,22,N,,,161652,,"5 year, 11 months",Active,11000,0,0,0
2321,,,Female,LPN SACC,6/17/13,NULL,NULL,,Rochester,NY,14624,2600,Weekly,1/1/82,,16,26,N,,,260404,,"4 year, 7 months",Active,20000,0,0,0
2324,,,Female,CNA SCU,5/7/12,NULL,NULL,,Rochester,NY,14606,1616,Weekly,1/1/79,,20,22,N,,,160156,,"5 year, 9 months",Active,16010,0,0,0
2331,,,Female,CNA WTCC3,10/6/08,NULL,NULL,,W. Henrietta,NY,14586,1618,Weekly,1/1/79,,37.5,22,N,,,161357,,"9 year, 4 months",Active,16130,0,0,0
2333,,,Female,LPN 6th Flr,10/31/11,NULL,NULL,,Rochester,NY,14611,1626,Weekly,1/1/88,,40,26,N,,,162642,,"6 year, 3 months",Active,11000,0,0,0
2337,,,Female,CNA 9th Flr,8/6/12,NULL,NULL,,Rochester,NY,14608,1629,Weekly,1/1/77,,37.5,22,N,,,161652,,"5 year, 6 months",Active,11000,0,0,0
2341,,,Male,CNA 3rd Flr,6/20/16,NULL,4/19/18,Poor judgement,Rochester,NY,14610,1623,Weekly,1/1/82,,37.5,22,N,I am not a protected veteran,,162352,,"1 year, 7 months",Active,11000,1,0,0
2346,,,Female,Env Svc Assistant,2/20/12,NULL,NULL,,Rochester,NY,14621,2824,Weekly,1/1/85,,24,20,N,,,282407,,"5 year, 11 months",Active,20000,0,0,0
2350,,,Female,Nurse Practitioner,10/23/17,NULL,NULL,,Webster,NY,14580,1740,Biweekly,1/1/82,,40,35,E,I am not a protected veteran,,174102,80,"0 year, 3 months",Active,11000,0,0,0
2357,,,Female,CNA LCC,2/23/09,NULL,NULL,,Rochester,NY,14616,1604,Weekly,1/1/76,,20,22,N,,,160415,,"8 year, 11 months",Active,16040,0,0,0
2362,,,Female,LPN 7th Flr,7/11/16,NULL,NULL,,Rochester,NY,14626,1627,Weekly,1/1/86,,16,26,N,I am not a protected veteran,,162742,,"1 year, 7 months",Active,11000,0,0,0
2364,,,Female,AM Cook,10/20/82,NULL,NULL,,Rochester,NY,14621,1815,Weekly,1/1/64,,40,23,N,,,182171,,"35 year, 3 months",Active,11000,0,0,0
2373,,,Female,CNA SACC,8/7/17,NULL,2/15/18,Relocation,Rochester,NY,14606,2600,Weekly,1/1/74,,37.5,22,N,I am not a protected veteran,,260405,,"0 year, 6 months",Active,20000,1,0,1
2382,,,Female,PM Dining Service Assistant,10/4/00,9/14/15,NULL,,Rochester,NY,14621,1814,Weekly,1/1/83,,1,20,N,I am not a protected veteran,,181173,,"2 year, 5 months",Active,11000,0,0,0
2390,,,Female,CNA 8th Flr,5/22/17,NULL,NULL,,Rochester,NY,14621,1628,Weekly,1/1/84,,37.5,22,N,I am not a protected veteran,,162852,,"0 year, 8 months",Active,11000,0,0,0
2391,,,Female,CNA 4th Flr,11/6/17,NULL,4/23/18,Walked Off Job,Rochester,NY,14612,1624,Weekly,1/1/84,,40,22,N,I am not a protected veteran,,162452,,"0 year, 3 months",Active,11000,1,0,1
2392,,,Female,CNA 4th Flr,12/18/17,NULL,NULL,,Rochester,NY,14621,1624,Weekly,1/1/91,,24,22,N,I am not a protected veteran,,162452,,"0 year, 1 month",Active,11000,0,0,0
2402,,,Female,LPN WTCC3,4/30/00,5/19/08,NULL,,Rochester,NY,14609,1618,Weekly,1/1/64,,40,26,N,,,161347,,"9 year, 8 months",Active,16130,0,0,0
2403,,,Female,Director of CR IL and AL Adminstrator,9/19/05,NULL,NULL,,Ontario,NY,14519,6885,Biweekly,1/1/60,,40,"96- Director, 9% Target Bonus",E,,,683501,80,"12 year, 4 months",Active,60000,0,0,0
2406,,,Female,LPN LCC,1/21/13,NULL,NULL,,Webster,NY,14580,1604,Weekly,1/1/59,,40,26,N,,,160414,,"5 year, 0 month",Active,16040,0,0,0
2407,,,Female,Resident Care Aide - The Glen,3/20/13,NULL,NULL,,Webster,NY,14580,6865,Weekly,1/1/65,,35,21,N,,,660225,,"4 year, 10 months",Active,60000,0,0,0
2409,,,Female,Nurse Educator,6/6/16,NULL,NULL,,Webster,NY,14580,1811,Biweekly,1/1/81,,40,31,E,I am not a protected veteran,,181112,80,"1 year, 8 months",Active,11000,0,0,0
2410,,,Female,C/O Dining Room Captain,11/3/17,NULL,4/5/18,Poor Performance,Webster,NY,14580,4833,Weekly,1/1/97,,37.5,22,N,I am not a protected veteran,,482121,,"0 year, 3 months",Active,40000,1,0,1
2415,,,Female,Clinical Dietician,1/8/18,1/8/18,NULL,,Webster,NY,14580,1840,Weekly,1/1/90,,40,28,N,,,182102,,"0 year, 1 month",Active,11000,0,0,0
2425,,,Female,C/R Waitstaff,8/21/17,NULL,NULL,,Rochester,NY,14610,6845,Weekly,1/1/00,,20,20,N,I am not a protected veteran,,682127,,"0 year, 5 months",Active,60000,0,0,0
2434,,,Male,CNA 9th Flr,4/2/12,NULL,NULL,,West Henrietta,NY,14586,1629,Weekly,1/1/83,,20,22,N,,,161652,,"5 year, 10 months",Active,11000,0,0,0
2440,,,Female,Recreation Therapist,6/26/17,NULL,NULL,,Rochester,NY,14615,1750,Weekly,1/1/95,,40,25,N,I am not a protected veteran,,172602,,"0 year, 7 months",Active,11000,0,0,0
2442,,,Female,Program Director RGH Wound Healing Center,9/21/92,5/2/16,NULL,,Rochester,NY,14612,1900,Biweekly,1/1/69,,40,"96- Director, 9% Target Bonus",E,,,160501,80,"1 year, 9 months",Active,16050,0,0,0
2445,,,Female,LPN LCC,1/9/17,NULL,NULL,,Rochester,NY,14616,1604,Weekly,1/1/74,,40,26,N,I am not a protected veteran,,160414,,"1 year, 1 month",Active,16040,0,0,0
2458,,,Female,CNA SACC,6/15/09,3/13/17,NULL,,Rochester,NY,14608,2600,Weekly,1/1/91,,40,22,N,,,260405,,"0 year, 11 months",Active,20000,0,0,0
2465,,,Female,PM Cook,1/25/10,NULL,NULL,,Rochester,NY,14621,1816,Weekly,1/1/75,,40,23,N,,,182174,,"8 year, 0 month",Active,11000,0,0,0
2466,,,Female,CNA 6th Flr,10/8/12,1/9/17,NULL,,Rochester,NY,14605,1626,Weekly,1/1/81,,37.5,22,N,,,162652,,"1 year, 1 month",Active,11000,0,0,0
2467,,,Female,C/R Associate,10/7/13,NULL,NULL,,Rochester,NY,14609,6834,Weekly,1/1/77,,37.5,20,N,,,682407,,"4 year, 4 months",Active,60000,0,0,0
2468,,,Male,Protective Svc Officer,2/20/17,NULL,NULL,,Rochester,NY,14616,1826,Weekly,1/1/86,,40,21,N,I am not a protected veteran,,182607,,"0 year, 11 months",Active,11000,0,0,0
2475,,,Female,CNA 5th Flr,10/17/16,NULL,NULL,,Rochester,NY,14605,1625,Weekly,1/1/73,,37.5,22,N,I am not a protected veteran,,162552,,"1 year, 3 months",Active,11000,0,0,0
2476,,,Female,Env Svc Assistant,7/9/12,NULL,NULL,,Rochester,NY,14621,1824,Weekly,1/1/86,,37.5,20,N,,,182407,,"5 year, 7 months",Active,11000,0,0,0
2477,,,Female,C/R Dining Services Captain,10/6/14,NULL,NULL,,Webster,NY,14580,6845,Weekly,1/1/91,,20,22,N,I am not a protected veteran,,682127,,"3 year, 4 months",Active,60000,0,0,0
2478,,,Female,CNA SACC,11/28/16,NULL,NULL,,Ontario,NY,14519,2600,Weekly,1/1/98,,16,22,N,I am not a protected veteran,,260405,,"1 year, 2 months",Active,20000,0,0,0
2479,,,Female,Resident Care Aide - Rainier Grove,10/11/99,1/9/06,NULL,,Rochester,NY,14617,6870,Weekly,1/1/71,,40,21,N,,,660195,,"12 year, 1 month",Active,60000,0,0,0
2480,,,Female,LPN 8th Flr,4/7/08,NULL,NULL,,Rochester,NY,14617,1628,Weekly,1/1/59,,1,26,N,,,162842,,"9 year, 10 months",Active,11000,0,0,0
2482,,,Female,LPN 3rd Flr,4/8/13,NULL,NULL,,Rochester,NY,14624,1623,Weekly,1/1/69,,24,26,N,I identify myself as one or more of the classifications of protected veteran,,162342,,"4 year, 10 months",Active,11000,0,0,0
2484,,,Female,RN WTCC1,3/14/94,6/16/16,NULL,,Rochester,NY,14617,1614,Weekly,1/1/53,,1,30,N,,,161137,,"1 year, 8 months",Active,16110,0,0,0
2485,,,Female,Home & Heart Program Assistant,10/28/02,NULL,NULL,,Rochester,NY,14609,3630,Weekly,1/1/68,,37.5,22,N,,,160815,,"15 year, 3 months",Active,16081,0,0,0
2488,,,Female,Nursing Supervisor,9/15/08,NULL,NULL,,Rochester,NY,14625,1601,Weekly,1/1/58,,1,32,N,,,160103,,"9 year, 5 months",Active,11000,0,0,0
2489,,,Female,Admissions Professional,1/6/03,NULL,4/1/11,Normal Retirement,Pittsford,NY,14534,STANNS,Biweekly,1/1/47,,40,MSW/DentHyg/A,E,,,DNU010,,"8 year, 2 months",Terminated,11000,1,0,0
2493,,,Female,Healthcare Svcs Coord,11/26/12,NULL,NULL,,Ontario,NY,14519,2600,Weekly,1/1/54,,1,31,N,,,260401,,"5 year, 2 months",Active,20000,0,0,0
2496,,,Female,Env Svc Assistant,2/2/15,NULL,NULL,,Rochester,NY,14611,1824,Weekly,1/1/65,,1,20,N,,,182407,,"3 year, 0 month",Active,11000,0,0,0
2508,,,Female,Speech Pathologist,6/6/05,NULL,NULL,,Fairport,NY,14450,1735,Biweekly,1/1/81,,40,32,E,,,173502,80,"12 year, 8 months",Active,11000,0,0,0
2509,,,Female,Recreation Therapist,10/31/16,NULL,NULL,,Rochester,NY,14620,1750,Weekly,1/1/92,,40,25,N,I am not a protected veteran,,172602,,"1 year, 3 months",Active,11000,0,0,0
2510,,,Female,Nursing Care Coordinator WTCC1,3/27/17,NULL,NULL,,Fairport,NY,14450,1614,Weekly,1/1/79,,40,31,N,I am not a protected veteran,,161137,,"0 year, 10 months",Active,16110,0,0,0
2517,,,Female,Rehab Aide,8/1/88,NULL,NULL,,Rochester,NY,14611,1730,Weekly,1/1/70,,40,22,N,,,173305,,"29 year, 6 months",Active,11000,0,0,0
2519,,,Female,Sr. Resident Account Rep.,4/30/07,NULL,NULL,,Rochester,NY,14617,1862,Weekly,1/1/59,,40,26,N,,,183106,,"10 year, 9 months",Active,11000,0,0,0
2520,,,Female,Nursing Office Manager,7/6/99,NULL,NULL,,Rochester,NY,14609,1601,Biweekly,1/1/72,,40,26,E,,,160106,80,"18 year, 7 months",Active,11000,0,0,0
2526,,,Female,HIM Associate,7/8/13,NULL,NULL,,Webster,NY,14580,1724,Weekly,1/1/71,,1,22,N,,,173906,,"4 year, 7 months",Active,11000,0,0,0
2527,,,Female,Per Diem Phys. Therapist,11/18/13,NULL,NULL,,Rochester,NY,14626,1733,Weekly,1/1/85,,1,74- Per Diem: PT/OT/Speech Path,N,,,173302,,"4 year, 2 months",Active,11000,0,0,0
2528,,,Female,Home & Heart Program Assistant,3/30/15,NULL,4/25/18,Personal,Webster,NY,14580,3650,Weekly,1/1/76,,30,22,N,I am not a protected veteran,,160825,,"2 year, 10 months",Active,16082,1,0,0
2530,,,Female,LPN 7th Flr,11/6/17,NULL,3/23/18,Abandoned Job,Rochester,NY,14611,1627,Weekly,1/1/89,,16,26,N,I am not a protected veteran,,162742,,"0 year, 3 months",Active,11000,1,0,1
2531,,,Female,LPN WTCC2,11/7/17,NULL,NULL,,Rochester,NY,14606,1615,Weekly,1/1/67,,40,26,N,I am not a protected veteran,,161247,,"0 year, 3 months",Active,16120,0,0,0
2532,,,Female,Nursing Supervisor,12/11/17,12/11/17,1/31/18,Abandoned Job,Geneseo,NY,14454,2600,Weekly,1/1/72,,16,32,N,I am not a protected veteran,,260401,,"0 year, 1 month",Terminated,20000,1,1,1
2534,,,Female,3rd Flr CNA Trainee,12/18/17,NULL,1/15/18,False Emp Applicat,Rochester,NY,14612,1623,Weekly,1/1/67,,40,72- Per Diem: CNA Trainee,N,"I am a protected veteran, but I choose not to self-identify the classification to which I belong",Involuntary,162352,,"0 year, 0 month",Terminated,11000,1,1,1
2535,,,Female,Resident Care Aide - The Glen,1/24/18,NULL,NULL,,Rochester,NY,14609,6865,Weekly,1/1/74,,8,21,N,I am not a protected veteran,,660225,,"0 year, 0 month",Active,60000,0,0,0
2544,,,Female,C/R Bistro Coordinator,11/9/15,NULL,NULL,,Rochester,NY,14621,6840,Weekly,1/1/96,,37.5,23,N,I am not a protected veteran,,682127,,"2 year, 3 months",Active,60000,0,0,0
2545,,,Female,Pastoral Care Coordinator,5/18/04,11/29/05,NULL,,Rochester,NY,14610,1710,Weekly,1/1/38,,25,27,N,,,173832,,"12 year, 2 months",Active,11000,0,0,0
2546,,,Female,Resident Care Aide - The Glen,11/10/05,NULL,NULL,,Rochester,NY,14617,6865,Weekly,1/1/54,,40,21,N,,,660225,,"12 year, 3 months",Active,60000,0,0,0
2565,,,Female,C/R Cook,7/3/17,7/3/17,NULL,,Rochester,NY,14612,6840,Weekly,1/1/54,,20,23,N,,,682117,,"0 year, 7 months",Active,60000,0,0,0
2566,,,Female,LPN 5th Flr,9/13/10,11/29/10,NULL,,Gates,NY,14624,1625,Weekly,1/1/61,,40,26,N,,,162542,,"7 year, 2 months",Active,11000,0,0,0
2579,,,Female,Resident Care Aide - Rainier Grove,9/9/13,NULL,NULL,,Rochester,NY,14625,6870,Weekly,1/1/67,,1,21,N,,,660195,,"4 year, 5 months",Active,60000,0,0,0
2581,,,Female,Director of Sales,6/9/03,NULL,NULL,,Webster,NY,14580,6815,Biweekly,1/1/48,,40,32,E,,,683551,80,"14 year, 8 months",Active,60000,0,0,0
2582,,,Female,CNA 4th Flr,12/18/17,NULL,NULL,,Rochester,NY,14613,1624,Weekly,1/1/87,,24,22,N,I am not a protected veteran,,162452,,"0 year, 1 month",Active,11000,0,0,0
2588,,,Male,PM Dining Service Assistant,1/9/17,NULL,NULL,,Rochester,NY,14609,1814,Weekly,1/1/98,,1,20,N,I am not a protected veteran,,181173,,"1 year, 1 month",Active,11000,0,0,0
2589,,,Female,Program Assistant,7/14/97,9/27/10,NULL,,Rochester,NY,14609,3610,Weekly,1/1/64,,30,22,N,,,160805,,"7 year, 4 months",Active,16080,0,0,0
2594,,,Female,CNA 4th Flr,12/18/17,NULL,NULL,,Rochster,NY,14611,1624,Weekly,1/1/84,,24,22,N,"I am a protected veteran, but I choose not to self-identify the classification to which I belong",,162452,,"0 year, 1 month",Active,11000,0,0,0
2602,,,Female,C/R Wellness Coach,3/6/17,NULL,NULL,,Rochester,NY,14625,6880,Weekly,1/1/66,,32.5,28,N,I am not a protected veteran,,672602,,"0 year, 11 months",Active,60000,0,0,0
2606,,,Female,Reimbursement Associate,12/12/05,NULL,NULL,,Rochester,NY,14609,1600,Weekly,1/1/64,,40,23,N,,,160096,,"12 year, 2 months",Active,11000,0,0,0
2607,,,Female,CNA 7th Flr,1/22/18,NULL,NULL,,Rochester,NY,14608,1627,Weekly,1/1/96,,37.5,22,N,I am not a protected veteran,,162752,,"0 year, 0 month",Active,11000,0,0,0
2608,,,Female,C/O Resident Services Lead,6/10/15,NULL,NULL,,Rochester,NY,14623,4720,Weekly,1/1/89,,40,25,N,I am not a protected veteran,,472602,,"2 year, 8 months",Active,40000,0,0,0
2625,,,Female,Nurse Practitioner,10/2/17,NULL,NULL,,Macedon,NY,14502,1740,Biweekly,1/1/72,,40,35,E,I am not a protected veteran,,174102,80,"0 year, 4 months",Active,11000,0,0,0
2626,,,Female,Gift Records Assistant,1/3/05,NULL,NULL,,Rochester,NY,14623,1832,Weekly,1/1/73,,22.5,22,N,,,383556,,"13 year, 1 month",Active,30000,0,0,0
2627,,,Female,Wound Healing Center RN Part Time,1/17/18,NULL,NULL,,Rochester,NY,14617,1900,Weekly,1/1/85,,22,31,N,I am not a protected veteran,,160503,,"0 year, 0 month",Active,16050,0,0,0
2633,,,Female,CNA SACC,7/20/15,NULL,12/21/17,Poor judgement,Rochester,NY,14609,2600,Weekly,1/1/78,,32,22,N,I am not a protected veteran,,260405,,"2 year, 5 months",Terminated,20000,1,0,0
2634,,,Female,WTCC Social Worker,9/12/16,NULL,NULL,,Rochester,NY,14621,1770,Biweekly,1/1/71,,40,23,E,I am not a protected veteran,,173802,80,"1 year, 5 months",Active,11000,0,0,0
2640,,,Male,PM Dining Service Assistant,10/9/17,NULL,NULL,,Rochester,NY,14621,1814,Weekly,1/1/93,,14,20,N,I am not a protected veteran,,181173,,"0 year, 4 months",Active,11000,0,0,0
2642,,,Female,CNA 9th Flr,1/8/18,NULL,NULL,,Rochester,NY,14626,1629,Weekly,1/1/98,,37.5,22,N,I am not a protected veteran,,161652,,"0 year, 1 month",Active,11000,0,0,0
2654,,,Female,HIM Coordinator,4/8/13,NULL,NULL,,Rochester,NY,14609,1724,Weekly,1/1/77,,40,27,N,,,173906,,"4 year, 10 months",Active,11000,0,0,0
2655,,,Female,Staff RN LCC,7/25/11,NULL,4/6/18,Resignation,Rochester,NY,14621,1604,Weekly,1/1/45,,28,30,N,,,160413,,"6 year, 6 months",Active,16040,1,0,0
2657,,,Female,CNA SACC,10/12/92,NULL,NULL,,Rochester,NY,14616,2600,Weekly,1/1/62,,40,22,N,,,260405,,"25 year, 4 months",Active,20000,0,0,0
2660,,,Female,HIM Svc. Technician,8/24/98,NULL,NULL,,Spencerport,NY,14559,1724,Weekly,1/1/56,,40,21,N,,,173906,,"19 year, 5 months",Active,11000,0,0,0
2665,,,Female,Home & Heart Program Assistant,11/16/09,NULL,NULL,,Webster,NY,14580,3650,Weekly,1/1/84,,37.5,22,N,,,160825,,"8 year, 3 months",Active,16082,0,0,0
2672,,,Female,CNA 6th Flr,4/7/14,NULL,4/17/18,Another Job,Rochester,NY,14606,1626,Weekly,1/1/87,,1,22,N,,,162652,,"3 year, 10 months",Active,11000,1,0,0
2674,,,Female,CNA SACC,1/18/16,NULL,NULL,,Rochester,NY,14621,2600,Weekly,1/1/74,,40,22,N,I am not a protected veteran,,260405,,"2 year, 0 month",Active,20000,0,0,0
2675,,,Female,TCC Dining Ambassador,2/6/17,NULL,NULL,,Rochester,NY,14617,1800,Weekly,1/1/67,,8,21,N,I am not a protected veteran,,182176,,"1 year, 0 month",Active,11000,0,0,0
2678,,,Female,Resident Care Aide - Rainier Grove,12/26/08,NULL,NULL,,Webster,NY,14580,6870,Weekly,1/1/62,,32,21,N,,,660195,,"9 year, 1 month",Active,60000,0,0,0
2683,,,Female,CNA WTCC1,10/10/11,NULL,NULL,,Rochester,NY,14624,1614,Weekly,1/1/87,,40,22,N,,,161157,,"6 year, 4 months",Active,16110,0,0,0
2684,,,Female,Administrative Assistant For R,12/14/92,NULL,NULL,,Rochester,NY,14616,1730,Weekly,1/1/72,,40,25,N,,,173256,,"25 year, 2 months",Active,11000,0,0,0
2689,,,Female,CNA 5th Flr,11/26/07,NULL,NULL,,Rochester,NY,14626,1625,Weekly,1/1/59,,37.5,22,N,,,162552,,"10 year, 2 months",Active,11000,0,0,0
2691,,,Female,CNA 4th Flr,7/25/11,NULL,NULL,,Rochester,NY,14609,1624,Weekly,1/1/62,,37.5,22,N,,,162452,,"6 year, 6 months",Active,11000,0,0,0
2694,,,Female,LPN 5th Flr,12/11/17,NULL,NULL,,Rochester,NY,14617,1625,Weekly,1/1/63,,40,26,N,I am not a protected veteran,,162542,,"0 year, 2 months",Active,11000,0,0,0
2699,,,Female,SA Receptionist,9/19/83,NULL,NULL,,Rochester,NY,14626,1864,Weekly,1/1/44,,1,21,N,,,183816,,"34 year, 4 months",Active,11000,0,0,0
2707,,,Female,LPN SACC,5/3/17,NULL,NULL,,Williamson,NY,14589,2600,Weekly,1/1/97,,16,26,N,I am not a protected veteran,,260404,,"0 year, 9 months",Active,20000,0,0,0
2708,,,Female,Env Svc Assistant,1/3/05,NULL,NULL,,Webster,NY,14580,1824,Weekly,1/1/61,,37.5,20,N,,,182407,,"13 year, 1 month",Active,11000,0,0,0
2709,,,Female,Env Svc Assistant,6/18/07,NULL,NULL,,Rochester,NY,14609,1824,Weekly,1/1/54,,37.5,20,N,,,182407,,"10 year, 7 months",Active,11000,0,0,0
2712,,,Male,Recreation Therapist,3/5/01,NULL,NULL,,Rochester,NY,14613,1750,Weekly,1/1/64,,40,25,N,,,172602,,"16 year, 11 months",Active,11000,0,0,0
2713,,,Male,Nursing Supervisor,1/4/16,NULL,NULL,,Ontario,NY,14519,1601,Weekly,1/1/76,,40,32,N,I am not a protected veteran,,160103,,"2 year, 1 month",Active,11000,0,0,0
2723,,,Male,Cook Assistant,5/7/12,NULL,NULL,,Rochester,NY,14603,1815,Weekly,1/1/89,,37.5,21,N,,,182171,,"5 year, 9 months",Active,11000,0,0,0
2724,,,Female,Reimbursement Review Nurse,3/2/98,NULL,NULL,,Walworth,NY,14568,1600,Weekly,1/1/66,,1,31,N,,,160092,,"19 year, 11 months",Active,11000,0,0,0
2727,,,Female,LPN 3rd Flr,7/15/02,NULL,NULL,,Rochester,NY,14610,1623,Weekly,1/1/65,,40,26,N,,,162342,,"15 year, 7 months",Active,11000,0,0,0
2730,,,Female,LPN SCU,6/4/12,NULL,NULL,,Rochester,NY,14624,1616,Weekly,1/1/81,,1,26,N,,,160146,,"5 year, 8 months",Active,16010,0,0,0
2731,,,Female,CNA 4th Flr,7/10/17,NULL,3/4/18,Another Job,Rochester,NY,14622,1624,Weekly,1/1/69,,16,22,N,I am not a protected veteran,,162452,,"0 year, 7 months",Active,11000,1,0,1
2734,,,Male,C/R Security Officer,8/2/10,NULL,NULL,,Webster,NY,14580,6836,Weekly,1/1/46,,16,21,N,,,682607,,"7 year, 6 months",Active,60000,0,0,0
2737,,,Male,CNA 3rd Flr,1/8/18,1/8/18,3/12/18,Another Job,Rochester,NY,14606,1623,Weekly,1/1/71,,37.5,22,N,I am not a protected veteran,,162352,,"0 year, 1 month",Active,11000,1,1,1
2739,,,Female,Life Enrichment Secretary,3/12/84,NULL,3/30/18,Normal Retirement,Webster,NY,14580,1770,Weekly,1/1/55,,20,23,N,,,173806,,"33 year, 11 months",Active,11000,1,0,0
2740,,,Female,LPN 6th Flr,11/12/01,NULL,NULL,,Webster,NY,14580,1626,Weekly,1/1/62,,40,26,N,,,162642,,"16 year, 3 months",Active,11000,0,0,0
2742,,,Female,CNA LCC,1/13/97,2/23/09,NULL,,Rochester,NY,14615,1604,Weekly,1/1/66,,28,22,N,,,160415,,"8 year, 11 months",Active,16040,0,0,0
2743,,,Female,Nursing Supervisor,10/28/91,NULL,NULL,,Rochester,NY,14611,1601,Weekly,1/1/49,,32,32,N,,,160103,,"26 year, 3 months",Active,11000,0,0,0
2744,,,Female,Social Worker - MSW Part Time,8/30/92,4/5/00,NULL,,Rochester,NY,14617,2770,Weekly,1/1/58,,20,28,N,,,273802,,"17 year, 10 months",Active,20000,0,0,0
2745,,,Female,Social Worker BSW,1/19/04,NULL,NULL,,Rochester,NY,14622,1770,Weekly,1/1/64,,40,28,N,,,173802,,"14 year, 0 month",Active,11000,0,0,0
2749,,,Female,Social Worker - MSW Part Time,5/23/11,NULL,NULL,,Honeoye Falls,NY,14472,2770,Weekly,1/1/55,,20,28,N,,,273802,,"6 year, 8 months",Active,20000,0,0,0
2750,,,Female,CNA 2nd Flr,2/13/12,NULL,1/16/18,Poor judgement,Rochester,NY,14621,1622,Weekly,1/1/63,,37.5,22,N,,Involuntary,162952,,"5 year, 11 months",Terminated,11000,1,0,0
2751,,,Female,Nursing Supervisor,2/13/12,NULL,NULL,,Rochester,NY,14609,1601,Weekly,1/1/78,,24,32,N,,,160103,,"6 year, 0 month",Active,11000,0,0,0
2753,,,Female,Per Diem Phys. Therapist,3/5/12,NULL,NULL,,Penfield,NY,14526,1733,Weekly,1/1/71,,1,74- Per Diem: PT/OT/Speech Path,N,,,173302,,"5 year, 11 months",Active,11000,0,0,0
2759,,,Female,C/R Waitstaff,6/6/16,NULL,NULL,,Webster,NY,14580,6845,Weekly,1/1/94,,6,20,N,I am not a protected veteran,,682127,,"1 year, 8 months",Active,60000,0,0,0
2760,,,Female,CNA 7th Flr,12/12/16,NULL,NULL,,Rochester,NY,14619,1627,Weekly,1/1/86,,40,22,N,I am not a protected veteran,,162752,,"1 year, 2 months",Active,11000,0,0,0
2761,,,Female,8th Flr Nursing Care Coordinat,5/8/17,NULL,NULL,,Rochester,NY,14616,1628,Weekly,1/1/62,,40,31,N,I am not a protected veteran,,162832,,"0 year, 9 months",Active,11000,0,0,0
2762,,,Female,SA Receptionist,1/8/18,NULL,NULL,,Penfield,NY,14526,1864,Weekly,1/1/56,,1,21,N,I am not a protected veteran,,183816,,"0 year, 1 month",Active,11000,0,0,0
2763,,,Female,Dining Service Assistant,1/22/18,NULL,NULL,,East Rochester,NY,14445,1800,Weekly,1/1/72,,16,20,N,I am not a protected veteran,,182172,,"0 year, 0 month",Active,11000,0,0,0
2768,,,Female,CNA 8th Flr,12/6/04,NULL,NULL,,Rochester,NY,14609,1628,Weekly,1/1/66,,40,22,N,,,162852,,"13 year, 2 months",Active,11000,0,0,0
2772,,,Female,Admissions Associate,9/11/95,NULL,NULL,,Rochester,NY,14622,1774,Weekly,1/1/54,,40,27,N,,,173856,,"22 year, 5 months",Active,11000,0,0,0
2774,,,Female,SACC Receptionist,4/8/13,NULL,NULL,,Rochester,NY,14617,2838,Weekly,1/1/54,,16,21,N,,,283816,,"4 year, 10 months",Active,20000,0,0,0
